p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	perDiff
1.53359355260705e-33	0.462987549963213	0.819	0.709	3.0671871052141e-30	T/NK2	CFAP36	0.11
3.60731420734719e-48	0.460171216640389	0.618	0.707	7.21462841469438e-45	T/NK2	GPR171	-0.089
8.52363309394253e-36	0.449961248237281	1	0.992	1.70472661878851e-32	T/NK2	RPS3	0.00800000000000001
9.41876675743013e-18	0.448849451591712	0.783	0.821	1.88375335148603e-14	T/NK2	DDIT4	-0.0379999999999999
1.85651933078964e-23	0.445230480659708	0.842	0.771	3.71303866157928e-20	T/NK2	INPP4B	0.071
4.02803307831844e-24	0.440556328403203	0.831	0.803	8.05606615663689e-21	T/NK2	PHACTR2	0.0279999999999999
2.70022539547602e-26	0.439468923119227	0.899	0.834	5.40045079095203e-23	T/NK2	GIMAP7	0.0650000000000001
4.05976924609578e-19	0.426799979536303	0.969	0.958	8.11953849219156e-16	T/NK2	RPL4	0.011
6.08618700426661e-15	0.416812003290824	0.844	0.806	1.21723740085332e-11	T/NK2	TAGAP	0.0379999999999999
6.63299390947783e-17	0.415116982130331	0.828	0.733	1.32659878189557e-13	T/NK2	AAK1	0.095
2.51090231929177e-19	0.410525258006365	0.72	0.56	5.02180463858354e-16	T/NK2	SORL1	0.16
3.12224212114613e-30	0.407207830651822	0.741	0.688	6.24448424229226e-27	T/NK2	PERP	0.053
5.7675973864806e-13	0.402433911626155	0.738	0.711	1.15351947729612e-09	T/NK2	CHD3	0.027
9.2410560116194e-14	0.401641462879103	0.749	0.672	1.84821120232388e-10	T/NK2	ITK	0.077
2.06241854814128e-19	0.398521846216799	0.977	0.929	4.12483709628257e-16	T/NK2	CD69	0.0479999999999999
5.92114989306132e-10	0.394461208833735	0.831	0.796	1.18422997861226e-06	T/NK2	CIB1	0.0349999999999999
1.11470221325117e-39	0.394229420156141	0.776	0.524	2.22940442650233e-36	T/NK2	PLCB1	0.252
1.13622982075117e-16	0.392015833074018	0.855	0.789	2.27245964150234e-13	T/NK2	ACAP1	0.0659999999999999
1.1218994900463e-36	0.384659010535037	0.693	0.56	2.24379898009261e-33	T/NK2	RETREG1	0.133
1.14027460643812e-29	0.382575539007926	0.725	0.743	2.28054921287624e-26	T/NK2	PDE3B	-0.018
3.06306856660889e-14	0.37956349777637	0.842	0.79	6.12613713321779e-11	T/NK2	HIST1H1C	0.0519999999999999
1.25516159367474e-15	0.379270314412503	0.978	0.942	2.51032318734947e-12	T/NK2	ARHGDIB	0.036
2.87386765788564e-29	0.378872599908806	0.61	0.474	5.74773531577128e-26	T/NK2	RUNX2	0.136
3.55287306855447e-18	0.374446283406592	0.671	0.678	7.10574613710894e-15	T/NK2	PPA1	-0.00700000000000001
1.61798435278632e-19	0.373828488908545	0.978	0.947	3.23596870557264e-16	T/NK2	GPR183	0.031
7.93874318677864e-16	0.371098914621208	0.926	0.811	1.58774863735573e-12	T/NK2	CYTIP	0.115
6.6668295030996e-11	0.368638554191951	0.811	0.779	1.33336590061992e-07	T/NK2	TNFAIP8	0.032
3.45205796698132e-15	0.367086563830756	0.943	0.847	6.90411593396263e-12	T/NK2	DOCK8	0.096
5.16676630544304e-14	0.362817070165333	0.907	0.793	1.03335326108861e-10	T/NK2	HNRNPAB	0.114
1.3592744678067e-23	0.352899772296309	0.758	0.766	2.7185489356134e-20	T/NK2	IL1R1	-0.00800000000000001
7.37228886004345e-13	0.352194983475884	0.783	0.764	1.47445777200869e-09	T/NK2	BHLHE40	0.019
1.14745833360962e-13	0.350809693715181	0.953	0.87	2.29491666721925e-10	T/NK2	TUBA1A	0.083
9.07986239147768e-12	0.348604161879165	0.677	0.684	1.81597247829554e-08	T/NK2	ARHGAP15	-0.00700000000000001
4.3372858041185e-31	0.344593087385064	0.878	0.773	8.67457160823701e-28	T/NK2	CD3G	0.105
1.85539031423718e-20	0.343624192717322	0.984	0.944	3.71078062847437e-17	T/NK2	SH3BGRL3	0.04
5.55312931270224e-20	0.339494841755867	0.873	0.919	1.11062586254045e-16	T/NK2	AC058791.1	-0.046
3.91922653552959e-18	0.336947857200185	0.682	0.742	7.83845307105918e-15	T/NK2	PAG1	-0.0599999999999999
1.05948885795889e-31	0.336165982551708	0.803	0.546	2.11897771591778e-28	T/NK2	IPCEF1	0.257
5.04862596434096e-12	0.333896942997358	0.738	0.683	1.00972519286819e-08	T/NK2	RASGRP1	0.0549999999999999
1.33523837799881e-34	0.328651668508867	0.959	0.761	2.67047675599762e-31	T/NK2	PTPN22	0.198
1.12017671062642e-17	0.328476039331423	0.844	0.718	2.24035342125284e-14	T/NK2	TC2N	0.126
5.34002013921665e-08	0.324180326944498	0.819	0.754	0.000106800402784333	T/NK2	NCOA7	0.0649999999999999
1.92821937118185e-20	0.321189734961143	0.847	0.7	3.85643874236369e-17	T/NK2	SYTL2	0.147
1.01667645865747e-25	0.320190591011273	0.969	0.836	2.03335291731494e-22	T/NK2	LBH	0.133
5.28072366968557e-18	0.318967649287579	0.989	0.969	1.05614473393711e-14	T/NK2	RPL36	0.02
3.59598087615942e-30	0.310603868546869	0.774	0.528	7.19196175231885e-27	T/NK2	GSR	0.246
9.31224404790622e-10	0.300399402080486	0.792	0.737	1.86244880958124e-06	T/NK2	TRAF3IP3	0.055
2.13577218612527e-13	0.298779004524126	0.998	0.965	4.27154437225053e-10	T/NK2	RPL23	0.033
1.35880406536143e-11	0.298720549897334	0.921	0.931	2.71760813072286e-08	T/NK2	HINT1	-0.01
2.57415640907656e-06	0.294232976357694	0.941	0.914	0.00514831281815313	T/NK2	ARL4A	0.0269999999999999
3.64924353040796e-16	0.292729672606922	0.928	0.787	7.29848706081593e-13	T/NK2	TUBB4B	0.141
8.15364789461646e-07	0.290182902322368	0.785	0.693	0.00163072957892329	T/NK2	UBALD2	0.0920000000000001
6.89548183932782e-16	0.285981944973356	0.86	0.712	1.37909636786556e-12	T/NK2	AC016831.1	0.148
2.42730231226969e-22	0.285110966771597	0.722	0.584	4.85460462453938e-19	T/NK2	AFDN	0.138
3.90214031914468e-09	0.284144003452996	0.876	0.786	7.80428063828936e-06	T/NK2	UCP2	0.09
1.3013719091557e-33	0.283906250817619	0.932	0.785	2.6027438183114e-30	T/NK2	IL32	0.147
2.97963986577264e-15	0.278323551912597	0.961	0.887	5.95927973154528e-12	T/NK2	CDC42SE2	0.074
1.85355605100243e-05	0.276613196032261	0.865	0.801	0.0370711210200485	T/NK2	ENO1	0.0639999999999999
2.5494663711001e-12	0.272710305234767	0.961	0.899	5.09893274220019e-09	T/NK2	DNAJB1	0.0619999999999999
6.73847259398947e-09	0.270374070179608	0.847	0.753	1.34769451879789e-05	T/NK2	YWHAH	0.094
5.62559188613615e-20	0.270107153860438	0.824	0.706	1.12511837722723e-16	T/NK2	IQCG	0.118
6.17384385652311e-24	0.267042266377416	0.756	0.62	1.23476877130462e-20	T/NK2	MPZL3	0.136
1.73335405547608e-07	0.26632790149202	0.98	0.941	0.000346670811095217	T/NK2	ELF1	0.039
4.04653134446375e-15	0.26431900257029	0.614	0.678	8.09306268892749e-12	T/NK2	FKBP5	-0.0640000000000001
7.10522839564291e-10	0.256716907197972	0.831	0.753	1.42104567912858e-06	T/NK2	SLFN5	0.078
1.23146663585689e-06	0.255842884582319	0.822	0.749	0.00246293327171378	T/NK2	KIF2A	0.073
5.0192612891002e-15	0.253934247152074	0.803	0.642	1.00385225782004e-11	T/NK2	EMC10	0.161
1.32290218049756e-08	0.250351074391725	0.908	0.839	2.64580436099512e-05	T/NK2	ATP1A1	0.0690000000000001
4.15881850509985e-94	3.67531836305656	0.827	0.699	8.3176370101997e-91	T/NK3	TAGLN	0.128
7.49705887290986e-108	3.61524583483437	0.951	0.848	1.49941177458197e-104	T/NK3	DCN	0.103
1.1000975461649e-162	3.15837290578506	0.975	0.674	2.2001950923298e-159	T/NK3	IGFBP7	0.301
4.94133475646746e-122	3.11807962171951	0.951	0.677	9.88266951293491e-119	T/NK3	ADIRF	0.274
8.70635495771495e-78	2.98072866358591	0.778	0.532	1.74127099154299e-74	T/NK3	SFRP4	0.246
1.67586835831325e-102	2.8885923843533	0.877	0.722	3.35173671662651e-99	T/NK3	ACTA2	0.155
3.70568962464877e-104	2.86699354641529	0.901	0.67	7.41137924929755e-101	T/NK3	MYL9	0.231
2.11921799480075e-110	2.81697067960464	0.938	0.818	4.2384359896015e-107	T/NK3	MGP	0.12
1.15989691917281e-96	2.72971848966694	0.901	0.568	2.31979383834562e-93	T/NK3	IGFBP5	0.333
1.62757700021386e-109	2.70201711677047	0.926	0.649	3.25515400042773e-106	T/NK3	TPM2	0.277
1.8132260702521e-76	2.59008276282959	0.778	0.706	3.62645214050419e-73	T/NK3	MYH11	0.0720000000000001
5.61786334325322e-128	2.55881494628792	0.901	0.592	1.12357266865064e-124	T/NK3	ADAMTS1	0.309
5.01473603219971e-90	2.45848030370411	0.889	0.66	1.00294720643994e-86	T/NK3	MEG3	0.229
2.70657118866091e-65	2.43626649466041	0.988	0.805	5.41314237732181e-62	T/NK3	DSTN	0.183
3.79866878786889e-99	2.33145376369188	0.951	0.671	7.59733757573777e-96	T/NK3	TPM1	0.28
4.41493220229708e-125	2.27351083637555	0.963	0.895	8.82986440459416e-122	T/NK3	ID3	0.0679999999999999
2.24342400865247e-80	2.23514539188903	0.877	0.818	4.48684801730494e-77	T/NK3	CLU	0.0590000000000001
1.96015194160647e-49	2.07430138642682	0.79	0.666	3.92030388321294e-46	T/NK3	CCDC80	0.124
1.68815793339013e-98	2.0731958889131	0.79	0.571	3.37631586678026e-95	T/NK3	SFRP1	0.219
3.42732729727416e-60	2.02845319441183	0.84	0.682	6.85465459454833e-57	T/NK3	IGFBP6	0.158
1.69731042521083e-92	1.97778374541187	0.975	0.759	3.39462085042166e-89	T/NK3	TSC22D1	0.216
1.7922298713281e-125	1.95003248894204	0.815	0.62	3.58445974265619e-122	T/NK3	OGN	0.195
8.71816219761009e-73	1.92025227900685	0.741	0.78	1.74363243952202e-69	T/NK3	RERGL	-0.039
3.97997785796619e-135	1.88032933093679	0.852	0.75	7.95995571593238e-132	T/NK3	CAV1	0.102
3.08297648064709e-33	1.78372734866511	0.84	0.671	6.16595296129417e-30	T/NK3	GSN	0.169
4.73507337133722e-120	1.69357995985177	0.852	0.779	9.47014674267444e-117	T/NK3	ID1	0.073
3.1003864835102e-95	1.64787638120506	0.815	0.575	6.20077296702041e-92	T/NK3	AKAP12	0.24
1.00632894895126e-97	1.60214001484958	0.765	0.609	2.01265789790251e-94	T/NK3	TGM2	0.156
1.82461287169042e-55	1.58821267795846	0.84	0.755	3.64922574338084e-52	T/NK3	LUM	0.085
6.23822935059107e-46	1.57154906271915	0.568	0.558	1.24764587011821e-42	T/NK3	MT1M	0.0099999999999999
2.56723292751653e-47	1.57067994484613	0.778	0.741	5.13446585503307e-44	T/NK3	ADH1B	0.037
3.91409227258085e-134	1.56447667504988	0.827	0.691	7.8281845451617e-131	T/NK3	CRISPLD2	0.136
9.76387256629776e-94	1.50664252050801	0.877	0.755	1.95277451325955e-90	T/NK3	MYLK	0.122
2.59800517039426e-91	1.50621966571974	0.938	0.518	5.19601034078853e-88	T/NK3	CPE	0.42
2.07775276377576e-48	1.49032075656856	0.802	0.543	4.15550552755152e-45	T/NK3	RRAD	0.259
9.07594427925019e-62	1.47413618555839	0.63	0.807	1.81518885585004e-58	T/NK3	IFI27	-0.177
6.77894425811516e-118	1.44919417242895	0.765	0.629	1.35578885162303e-114	T/NK3	LMOD1	0.136
4.51401552971981e-125	1.4182449612154	0.889	0.731	9.02803105943963e-122	T/NK3	SYNPO2	0.158
1.70723102906602e-99	1.4065376941063	0.765	0.587	3.41446205813204e-96	T/NK3	POSTN	0.178
2.96714929555921e-94	1.3957178529978	0.877	0.763	5.93429859111842e-91	T/NK3	F3	0.114
4.36910964818578e-28	1.38593987920436	0.852	0.796	8.73821929637157e-25	T/NK3	KCNQ1OT1	0.0559999999999999
9.26369825092933e-28	1.38451873955857	0.864	0.76	1.85273965018587e-24	T/NK3	CDKN1A	0.104
4.36975624451315e-91	1.3471422426622	0.901	0.768	8.7395124890263e-88	T/NK3	GNG11	0.133
1.97160816585589e-141	1.34333212917525	0.802	0.596	3.94321633171177e-138	T/NK3	COL14A1	0.206
8.44340001316803e-13	1.33908516608901	0.926	0.878	1.68868000263361e-09	T/NK3	GADD45B	0.048
2.12673465093378e-26	1.32597024881885	0.938	0.762	4.25346930186756e-23	T/NK3	HSPB1	0.176
4.39838888784481e-91	1.31942381375324	0.79	0.655	8.79677777568962e-88	T/NK3	PLAC9	0.135
2.67090972314361e-23	1.3109992377736	0.79	0.557	5.34181944628722e-20	T/NK3	C7	0.233
3.83228307789677e-27	1.30612955031341	0.889	0.879	7.66456615579354e-24	T/NK3	EMP1	0.01
5.22326470852738e-84	1.30069579236689	0.864	0.711	1.04465294170548e-80	T/NK3	COL1A2	0.153
1.01571208760224e-58	1.29653855209592	0.84	0.635	2.03142417520448e-55	T/NK3	PLN	0.205
2.83182063112032e-71	1.28062974405383	0.778	0.431	5.66364126224064e-68	T/NK3	PTN	0.347
7.13375464354791e-51	1.25019728844638	0.877	0.771	1.42675092870958e-47	T/NK3	CDKN1C	0.106
1.55846394714234e-34	1.23591982957714	0.531	0.387	3.11692789428467e-31	T/NK3	MT1A	0.144
7.6321923090773e-21	1.2322135371845	1	0.978	1.52643846181546e-17	T/NK3	JUN	0.022
1.94069484940311e-97	1.22921842857718	0.877	0.66	3.88138969880623e-94	T/NK3	TFPI	0.217
5.72300914198487e-69	1.20879583188158	0.716	0.582	1.14460182839697e-65	T/NK3	OSR2	0.134
3.15005843219502e-83	1.20651316477155	0.753	0.471	6.30011686439003e-80	T/NK3	CSRP2	0.282
4.54588484206095e-50	1.20523056000136	0.691	0.397	9.09176968412191e-47	T/NK3	SORBS2	0.294
5.7067842314268e-49	1.20408113180557	0.728	0.657	1.14135684628536e-45	T/NK3	IGFBP3	0.071
6.8246601848506e-36	1.19776849177104	0.704	0.638	1.36493203697012e-32	T/NK3	MYC	0.0659999999999999
9.09646633986426e-22	1.19395599749561	0.63	0.599	1.81929326797285e-18	T/NK3	MT1E	0.031
1.38131863072438e-53	1.1911019152733	0.667	0.552	2.76263726144877e-50	T/NK3	MDK	0.115
5.77442854111612e-125	1.18946682697782	0.654	0.587	1.15488570822322e-121	T/NK3	MAP1B	0.0670000000000001
2.07485509161315e-36	1.17029835498417	0.778	0.674	4.1497101832263e-33	T/NK3	MCAM	0.104
1.55963551999919e-26	1.16234914033943	0.716	0.66	3.11927103999838e-23	T/NK3	TM4SF1	0.0559999999999999
9.02834227579381e-84	1.15594092379717	0.84	0.731	1.80566845515876e-80	T/NK3	CNN1	0.109
9.02588145735157e-60	1.13190387556483	0.951	0.859	1.80517629147031e-56	T/NK3	PDLIM3	0.092
4.71049416320251e-54	1.12703949183743	0.741	0.478	9.42098832640502e-51	T/NK3	RARRES1	0.263
1.55499900866999e-91	1.11955071276513	0.753	0.456	3.10999801733998e-88	T/NK3	TJP1	0.297
1.2759193585426e-43	1.11214089562909	0.802	0.754	2.55183871708519e-40	T/NK3	APOD	0.048
7.17381260166707e-61	1.10858873890814	0.815	0.72	1.43476252033341e-57	T/NK3	RBP1	0.095
4.16409519987754e-26	1.08946186863852	0.691	0.632	8.32819039975507e-23	T/NK3	APOLD1	0.0589999999999999
1.99873685258892e-46	1.0835464346745	0.765	0.547	3.99747370517784e-43	T/NK3	CKB	0.218
2.20877006121159e-73	1.08228513428463	0.84	0.642	4.41754012242318e-70	T/NK3	RGS5	0.198
3.3861204402718e-111	1.06299076897432	0.84	0.718	6.7722408805436e-108	T/NK3	FGF7	0.122
2.31510194786582e-73	1.05736592220509	0.667	0.81	4.63020389573164e-70	T/NK3	PPP1R14A	-0.143
3.45019391730924e-81	1.04179085755384	0.778	0.506	6.90038783461848e-78	T/NK3	ABCA8	0.272
1.32781458675591e-94	1.03154436459524	0.716	0.698	2.65562917351183e-91	T/NK3	NEXN	0.018
1.3989590144847e-23	1.0286330070527	0.852	0.742	2.79791802896941e-20	T/NK3	CAVIN2	0.11
1.49590337628217e-119	1.02253617221704	0.778	0.691	2.99180675256433e-116	T/NK3	CRYAB	0.0870000000000001
8.87028442441136e-15	1.00071556498162	1	0.964	1.77405688488227e-11	T/NK3	IER2	0.036
5.89875157626283e-21	0.998759120741948	0.84	0.654	1.17975031525257e-17	T/NK3	CD9	0.186
2.03747369182687e-13	0.990336607075304	0.84	0.732	4.07494738365375e-10	T/NK3	FLNA	0.108
3.76262188681787e-47	0.978734488618936	0.728	0.777	7.52524377363575e-44	T/NK3	DPT	-0.049
1.21588984491792e-34	0.966491586930966	0.728	0.754	2.43177968983584e-31	T/NK3	HES1	-0.026
2.37607550207011e-11	0.962238218647681	0.827	0.742	4.75215100414022e-08	T/NK3	C12orf75	0.085
1.75308430957352e-05	0.959267633348249	0.79	0.793	0.0350616861914705	T/NK3	MT2A	-0.003
1.00628425775939e-104	0.951659344596374	0.753	0.777	2.01256851551879e-101	T/NK3	COL3A1	-0.024
4.17285389318477e-63	0.944013982717068	0.815	0.813	8.34570778636953e-60	T/NK3	GEM	0.002
2.5209610124934e-45	0.940102218610339	0.778	0.664	5.0419220249868e-42	T/NK3	SNCG	0.114
6.13992116746958e-58	0.937143428158473	0.852	0.78	1.22798423349392e-54	T/NK3	LIFR	0.072
5.34776215859804e-21	0.924317511422816	0.605	0.552	1.06955243171961e-17	T/NK3	NET1	0.0529999999999999
2.12245129087397e-23	0.918962199827212	0.889	0.759	4.24490258174794e-20	T/NK3	SPTBN1	0.13
8.33984185095291e-26	0.915025370633257	0.815	0.649	1.66796837019058e-22	T/NK3	CRIM1	0.166
3.15980216796022e-38	0.912582002915088	0.654	0.516	6.31960433592044e-35	T/NK3	CRIP2	0.138
3.25116598880787e-82	0.912109112234133	0.728	0.61	6.50233197761574e-79	T/NK3	PDE5A	0.118
4.03250180235849e-55	0.903241189831868	0.63	0.378	8.06500360471699e-52	T/NK3	NTRK2	0.252
2.67805220035007e-72	0.90128439936463	0.605	0.531	5.35610440070014e-69	T/NK3	PLAT	0.074
1.46653263103797e-47	0.88673788191358	0.815	0.58	2.93306526207594e-44	T/NK3	ACTN1	0.235
5.07670177147249e-36	0.886365947355385	0.691	0.606	1.0153403542945e-32	T/NK3	RCAN2	0.085
7.66883438016624e-48	0.885655155910236	0.753	0.536	1.53376687603325e-44	T/NK3	SYNM	0.217
1.15092461003434e-27	0.873751230590116	0.815	0.71	2.30184922006868e-24	T/NK3	RASD1	0.105
8.71481113161274e-83	0.861810038180007	0.778	0.803	1.74296222632255e-79	T/NK3	CAV2	-0.025
3.22351911549856e-12	0.85232386800889	0.901	0.809	6.44703823099712e-09	T/NK3	LPP	0.092
8.19220306992376e-79	0.840720562591459	0.679	0.533	1.63844061398475e-75	T/NK3	COL1A1	0.146
1.69221148157792e-09	0.836506721700017	0.889	0.827	3.38442296315584e-06	T/NK3	ATF3	0.0620000000000001
3.74267028215487e-30	0.83189799091169	0.63	0.678	7.48534056430973e-27	T/NK3	RGS16	-0.048
3.35610981131225e-53	0.812189887894498	0.617	0.393	6.71221962262449e-50	T/NK3	WTIP	0.224
4.95561061612282e-09	0.801339716383022	0.975	0.84	9.91122123224565e-06	T/NK3	TXNIP	0.135
5.06652140647522e-88	0.789309550834137	0.827	0.862	1.01330428129504e-84	T/NK3	ITGA8	-0.035
7.75937749029233e-89	0.787254772442941	0.79	0.55	1.55187549805847e-85	T/NK3	WWTR1	0.24
8.44055283951861e-37	0.783606460990311	0.667	0.51	1.68811056790372e-33	T/NK3	ESR1	0.157
9.32585249083152e-42	0.771297999940592	0.802	0.753	1.8651704981663e-38	T/NK3	RND3	0.049
6.52327511094981e-28	0.761771198052128	0.716	0.522	1.30465502218996e-24	T/NK3	GAS1	0.194
4.56536650533208e-24	0.757008099848117	0.753	0.433	9.13073301066417e-21	T/NK3	CYP1B1	0.32
4.24832829698057e-10	0.75600306206227	0.63	0.465	8.49665659396114e-07	T/NK3	PDK4	0.165
5.8250468837008e-55	0.755554971657265	0.593	0.392	1.16500937674016e-51	T/NK3	PGR	0.201
4.47851595727597e-29	0.753541203702408	0.815	0.694	8.95703191455194e-26	T/NK3	UACA	0.121
3.45113042644613e-83	0.743579584372152	0.679	0.669	6.90226085289225e-80	T/NK3	AR	0.01
4.28855347616475e-25	0.740165662898504	0.679	0.357	8.57710695232951e-22	T/NK3	ID4	0.322
1.30869155560098e-57	0.727326256890463	0.84	0.575	2.61738311120197e-54	T/NK3	ACKR3	0.265
3.63765261353332e-35	0.727016265490455	0.79	0.376	7.27530522706664e-32	T/NK3	CCDC3	0.414
2.40983014240598e-16	0.727008709707314	0.691	0.466	4.81966028481196e-13	T/NK3	FBXO32	0.225
3.49980787926619e-77	0.721777891262908	0.753	0.59	6.99961575853239e-74	T/NK3	ABI3BP	0.163
2.61518282670295e-15	0.718908807984486	0.753	0.576	5.23036565340591e-12	T/NK3	GPNMB	0.177
1.38808640583512e-12	0.718105996588428	0.778	0.762	2.77617281167025e-09	T/NK3	EPAS1	0.016
8.76934463126338e-08	0.707116432709554	0.79	0.753	0.000175386892625268	T/NK3	A2M	0.037
1.2263907670327e-55	0.701473626634186	0.568	0.619	2.45278153406539e-52	T/NK3	FMO2	-0.051
7.60135975415386e-53	0.696682329367915	0.802	0.684	1.52027195083077e-49	T/NK3	LDB2	0.118
2.00597301208978e-17	0.696669176632352	0.741	0.681	4.01194602417956e-14	T/NK3	SOX4	0.0599999999999999
9.08539792377496e-44	0.693845394994167	0.691	0.569	1.81707958475499e-40	T/NK3	DMD	0.122
6.90063138978659e-09	0.671519007493835	0.877	0.775	1.38012627795732e-05	T/NK3	TIMP1	0.102
5.70550592357389e-29	0.670481558699704	0.716	0.369	1.14110118471478e-25	T/NK3	FBN1	0.347
1.11597323827026e-50	0.67043894465497	0.704	0.482	2.23194647654053e-47	T/NK3	EMX2	0.222
6.36650121785564e-41	0.669787383332028	0.79	0.64	1.27330024357113e-37	T/NK3	TSHZ2	0.15
1.17688580495535e-30	0.66368178153885	0.617	0.469	2.35377160991069e-27	T/NK3	ADAMTS4	0.148
4.90827030137394e-28	0.662791994756419	0.765	0.67	9.81654060274787e-25	T/NK3	VCL	0.095
1.11391381357423e-27	0.657143117679507	0.679	0.632	2.22782762714846e-24	T/NK3	ERRFI1	0.047
2.12431242734044e-17	0.655901957815376	0.778	0.784	4.24862485468088e-14	T/NK3	EGR3	-0.00600000000000001
3.06595428606465e-103	0.652070730895298	0.543	0.598	6.13190857212931e-100	T/NK3	GPRC5A	-0.0549999999999999
1.25679048616949e-12	0.651551344621438	0.765	0.722	2.51358097233897e-09	T/NK3	GADD45G	0.043
8.29732174207244e-61	0.647842578002403	0.827	0.671	1.65946434841449e-57	T/NK3	IL33	0.156
4.08971569696065e-89	0.634256299618358	0.667	0.787	8.1794313939213e-86	T/NK3	CARMN	-0.12
9.04548887249797e-59	0.631593155392193	0.753	0.773	1.80909777449959e-55	T/NK3	TFPI2	-0.02
3.23361855665378e-21	0.630783824866823	0.63	0.635	6.46723711330755e-18	T/NK3	PDLIM1	-0.005
7.62327066449906e-29	0.629676541995053	0.494	0.582	1.52465413289981e-25	T/NK3	SLC25A25	-0.088
1.75145871466024e-46	0.623755556951371	0.852	0.728	3.50291742932048e-43	T/NK3	PDGFA	0.124
2.02013123530395e-29	0.620333575326839	0.827	0.855	4.04026247060789e-26	T/NK3	EMCN	-0.028
1.84433556867401e-32	0.617878857323972	0.79	0.637	3.68867113734802e-29	T/NK3	JAM2	0.153
4.44031721029261e-22	0.611332430025304	0.691	0.758	8.88063442058523e-19	T/NK3	TGFBR3	-0.0670000000000001
1.91786877273209e-28	0.610394706818653	0.741	0.341	3.83573754546418e-25	T/NK3	AVPR1A	0.4
4.61791754465158e-38	0.61033879184673	0.679	0.338	9.23583508930316e-35	T/NK3	BCAM	0.341
9.31120270535748e-13	0.610249849086318	0.84	0.646	1.86224054107150e-09	T/NK3	ABLIM1	0.194
2.47830063057759e-35	0.609861142195398	0.519	0.484	4.95660126115517e-32	T/NK3	CHGB	0.035
4.26094953677495e-64	0.609490764527793	0.556	0.413	8.52189907354989e-61	T/NK3	S1PR3	0.143
8.05778787478181e-68	0.605132876935817	0.728	0.619	1.61155757495636e-64	T/NK3	OMD	0.109
1.64509986062581e-72	0.604548939039745	0.975	0.764	3.29019972125161e-69	T/NK3	RERG	0.211
5.63999875720843e-35	0.601636234400924	0.802	0.311	1.12799975144169e-31	T/NK3	RSPO3	0.491
1.30924334833342e-55	0.599861483082276	0.877	0.481	2.61848669666685e-52	T/NK3	NES	0.396
7.94749826211415e-38	0.599076092002062	0.79	0.504	1.58949965242283e-34	T/NK3	JAG1	0.286
1.2258709088945e-56	0.596422613505606	0.617	0.67	2.45174181778899e-53	T/NK3	FSTL1	-0.053
1.04688693432931e-37	0.595310848928883	0.778	0.583	2.09377386865863e-34	T/NK3	FRZB	0.195
1.19741357185774e-77	0.582556093454482	0.852	0.709	2.39482714371547e-74	T/NK3	CASQ2	0.143
4.28969572007284e-46	0.580284167806603	0.753	0.651	8.57939144014568e-43	T/NK3	SLC7A2	0.102
1.62388691057262e-15	0.5781271051658	0.802	0.581	3.24777382114524e-12	T/NK3	H1F0	0.221
1.4765374442543e-45	0.574204792245057	0.802	0.761	2.95307488850861e-42	T/NK3	LEPR	0.041
5.7699937080359e-94	0.572312049229106	0.704	0.59	1.15399874160718e-90	T/NK3	MEIS2	0.114
9.16228249200872e-09	0.571742205033719	0.926	0.872	1.83245649840174e-05	T/NK3	TOB1	0.054
1.0516463188522e-07	0.569281386700812	0.951	0.865	0.000210329263770439	T/NK3	GSTP1	0.086
4.3289728433338e-09	0.568237657262136	0.691	0.69	8.6579456866676e-06	T/NK3	SPRY1	0.001
6.81935661725708e-07	0.567640574194386	0.802	0.738	0.00136387132345142	T/NK3	ZNF141	0.0640000000000001
2.85831615911553e-31	0.561243550889881	0.667	0.411	5.71663231823105e-28	T/NK3	NOTCH3	0.256
7.78614275939004e-40	0.556989491581912	0.691	0.312	1.55722855187801e-36	T/NK3	SLIT3	0.379
1.34053874779084e-38	0.555380527325657	0.58	0.514	2.68107749558168e-35	T/NK3	COL18A1	0.0659999999999999
2.40497914695694e-18	0.5492133434819	0.728	0.617	4.80995829391388e-15	T/NK3	CAMK2N1	0.111
5.7804538449662e-08	0.549153368540131	0.988	0.936	0.000115609076899324	T/NK3	ZFP36L1	0.0519999999999999
8.52304883134338e-33	0.548725231096443	0.802	0.776	1.70460976626868e-29	T/NK3	CALCRL	0.026
1.14033793344281e-18	0.546235844452002	0.716	0.464	2.28067586688562e-15	T/NK3	IL6	0.252
1.5327667765237e-34	0.545402301474632	0.593	0.486	3.0655335530474e-31	T/NK3	PDGFRL	0.107
1.87543327735509e-05	0.542684403380906	0.852	0.775	0.0375086655471017	T/NK3	ANXA2	0.077
7.24430431862998e-07	0.539474611181907	0.926	0.744	0.001448860863726	T/NK3	ITM2A	0.182
5.14504709276573e-38	0.53785105312568	0.728	0.607	1.02900941855315e-34	T/NK3	SLIT2	0.121
1.11079125911025e-39	0.536879615321572	0.642	0.838	2.22158251822051e-36	T/NK3	RAMP2	-0.196
2.17608769310779e-11	0.535859506525909	0.79	0.753	4.35217538621559e-08	T/NK3	MARCKSL1	0.037
2.31524113854581e-41	0.535807184525364	0.691	0.384	4.63048227709162e-38	T/NK3	LRRC17	0.307
2.98020430771133e-31	0.535243085463355	0.716	0.457	5.96040861542267e-28	T/NK3	ABCA10	0.259
1.03817934720463e-74	0.534241702754937	0.642	0.652	2.07635869440925e-71	T/NK3	TMTC1	-0.01
