p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	perDiff
1.51713467310523e-25	0.449035622058454	0.995	0.988	3.03426934621046e-22	T/NK2	RPS18	0.00700000000000001
7.76027536359806e-13	0.447815927040336	0.603	0.499	1.55205507271961e-09	T/NK2	TC2N	0.104
1.01241624600655e-11	0.443190288743729	0.643	0.518	2.0248324920131e-08	T/NK2	STAT4	0.125
1.58619241523668e-14	0.44309068056997	0.787	0.67	3.17238483047335e-11	T/NK2	SYNE2	0.117
2.58857638395949e-12	0.44204705161211	0.509	0.438	5.17715276791897e-09	T/NK2	FKBP5	0.071
1.7524466064572e-14	0.439588294489094	0.927	0.902	3.50489321291441e-11	T/NK2	RPL4	0.025
3.56128965377177e-19	0.438314006601241	0.456	0.366	7.12257930754353e-16	T/NK2	RETREG1	0.09
2.46838448532215e-19	0.436416507552816	0.954	0.876	4.9367689706443e-16	T/NK2	SH3BGRL3	0.078
3.66640551870433e-36	0.435577721884167	0.904	0.61	7.33281103740866e-33	T/NK2	IL32	0.294
2.46841103235559e-22	0.43004975793497	0.473	0.373	4.93682206471118e-19	T/NK2	IFI44	0.1
3.56341346608324e-12	0.424961790507524	0.797	0.798	7.12682693216647e-09	T/NK2	SET	-0.001
5.97872231358988e-12	0.424753896346675	0.704	0.716	1.19574446271798e-08	T/NK2	AC058791.1	-0.012
1.11787751503124e-09	0.42176812174904	0.742	0.662	2.23575503006248e-06	T/NK2	CYTIP	0.08
1.25297305503991e-29	0.418660562118345	1	0.992	2.50594611007982e-26	T/NK2	TPT1	0.00800000000000001
2.19450064581922e-06	0.416951640410975	0.592	0.521	0.00438900129163843	T/NK2	TNF	0.071
1.93350752501579e-09	0.41525044993013	0.691	0.647	3.86701505003159e-06	T/NK2	HNRNPAB	0.0439999999999999
8.81660888730845e-18	0.411534486940965	0.514	0.336	1.76332177746169e-14	T/NK2	PLCB1	0.178
6.57642256924742e-13	0.411171374003167	0.506	0.452	1.31528451384948e-09	T/NK2	TCF7	0.054
6.44698147280227e-09	0.407776362965168	0.567	0.545	1.28939629456045e-05	T/NK2	PAG1	0.0219999999999999
1.45523122181069e-09	0.404064917596486	0.61	0.545	2.91046244362138e-06	T/NK2	JAML	0.0649999999999999
4.64978652117778e-13	0.397570376886726	0.415	0.363	9.29957304235556e-10	T/NK2	IPCEF1	0.052
1.19771296322506e-05	0.381499530352264	0.747	0.723	0.0239542592645011	T/NK2	ID2	0.024
1.53936467111917e-09	0.38126350470388	0.547	0.469	3.07872934223835e-06	T/NK2	ITK	0.0780000000000001
7.18808019029559e-15	0.379408623045872	0.506	0.463	1.43761603805912e-11	T/NK2	IQCG	0.043
3.47043691521469e-11	0.376878723577411	0.476	0.45	6.94087383042939e-08	T/NK2	CFAP36	0.026
7.40725597815885e-11	0.361030469109303	0.446	0.378	1.48145119563177e-07	T/NK2	SYTL1	0.068
8.65715189309992e-08	0.354929187220258	0.565	0.47	0.000173143037861998	T/NK2	RASGRP1	0.095
8.50395571480114e-07	0.353440571187358	0.661	0.571	0.00170079114296023	T/NK2	PARP8	0.0900000000000001
6.8203588351976e-13	0.352847431902704	0.547	0.587	1.36407176703952e-09	T/NK2	TNFAIP8	-0.0399999999999999
2.37069316503016e-13	0.348840001400404	0.995	0.972	4.74138633006031e-10	T/NK2	RPL8	0.023
3.78529374659244e-10	0.345701264743764	0.504	0.433	7.57058749318487e-07	T/NK2	IL1R1	0.071
5.53010536324899e-07	0.342042822797109	0.57	0.56	0.0011060210726498	T/NK2	HEBP2	0.0099999999999999
3.7786801201746e-06	0.338804682258388	0.608	0.605	0.00755736024034919	T/NK2	DOCK10	0.003
2.64766541760615e-09	0.338634921306275	0.537	0.571	5.2953308352123e-06	T/NK2	HIST1H1C	-0.0339999999999999
1.88626394206351e-18	0.337717670728907	0.997	0.984	3.77252788412702e-15	T/NK2	RPS2	0.013
1.25285453296463e-11	0.336283534259961	0.932	0.898	2.50570906592926e-08	T/NK2	ZFP36L2	0.034
8.11159447454486e-07	0.331966736263725	0.554	0.563	0.00162231889490897	T/NK2	KIF2A	-0.0089999999999999
2.35071755307241e-06	0.325446303670547	0.511	0.507	0.00470143510614482	T/NK2	TRAF3IP3	0.004
4.02071360687011e-06	0.325118679435538	0.635	0.612	0.00804142721374022	T/NK2	ATP1A1	0.023
1.68585208911877e-07	0.32373790080077	0.554	0.553	0.000337170417823753	T/NK2	AC016831.1	0.001
5.1293468447758e-17	0.320576419674094	0.324	0.32	1.02586936895516e-13	T/NK2	RUNX2	0.004
2.48533397118638e-11	0.319123702279007	0.486	0.519	4.97066794237275e-08	T/NK2	ARHGAP15	-0.033
6.94967765496378e-08	0.316806415068711	0.722	0.608	0.000138993553099276	T/NK2	PTPN22	0.114
7.33846034957145e-06	0.310243360382638	0.643	0.632	0.0146769206991429	T/NK2	ZC3HAV1	0.011
9.98737371983649e-09	0.305224015888197	0.858	0.784	1.9974747439673e-05	T/NK2	CD69	0.074
2.22904751488139e-06	0.301869771862769	0.633	0.622	0.00445809502976277	T/NK2	LBH	0.011
4.18492564529751e-10	0.301698181096967	0.633	0.659	8.36985129059503e-07	T/NK2	CIB1	-0.026
1.60099044574062e-11	0.300830790061373	0.808	0.839	3.20198089148123e-08	T/NK2	HINT1	-0.0309999999999999
8.05721295863342e-09	0.300637995932691	0.995	0.956	1.61144259172668e-05	T/NK2	HSP90AA1	0.039
2.36864312876196e-09	0.293200432931132	0.909	0.834	4.73728625752391e-06	T/NK2	GPR183	0.0750000000000001
2.29310779087913e-09	0.290291487378854	0.501	0.393	4.58621558175827e-06	T/NK2	GSR	0.108
1.63677716666461e-06	0.283122817157228	0.63	0.614	0.00327355433332923	T/NK2	ACAP1	0.016
1.76656148519165e-07	0.280612363577895	0.863	0.871	0.000353312297038329	T/NK2	ELF1	-0.00800000000000001
8.90234552587345e-10	0.273273095659766	0.719	0.654	1.78046910517469e-06	T/NK2	SLC38A1	0.0649999999999999
3.73441799594975e-12	0.272568012264657	0.478	0.353	7.4688359918995e-09	T/NK2	BEX2	0.125
4.830080644196e-23	0.271959830291855	0.435	0.405	9.660161288392e-20	T/NK2	LAYN	0.03
4.68532519782875e-07	0.27022544408716	0.767	0.757	0.000937065039565749	T/NK2	CDC42SE2	0.01
1.24738693960014e-13	0.269907438671052	0.486	0.469	2.49477387920029e-10	T/NK2	CYB561	0.017
1.06129551525004e-06	0.269510607145462	0.559	0.53	0.00212259103050008	T/NK2	ZNRD1	0.029
1.42061495348768e-06	0.260557918183931	0.603	0.61	0.00284122990697536	T/NK2	RPS17	-0.00700000000000001
5.31440734891313e-07	0.256907504663984	0.792	0.746	0.00106288146978263	T/NK2	CORO1A	0.046
5.21141483411062e-07	0.253999381577344	0.504	0.487	0.00104228296682212	T/NK2	ZDBF2	0.017
1.30117133037924e-19	0.25251866630585	0.365	0.462	2.60234266075849e-16	T/NK2	ICAM2	-0.097
3.29524248677829e-102	3.88029187640801	0.787	0.541	6.59048497355658e-99	T/NK3	DCN	0.246
9.79273304709905e-90	3.56972066154065	0.762	0.561	1.95854660941981e-86	T/NK3	TAGLN	0.201
1.00824984103813e-86	3.26695159851412	0.613	0.303	2.01649968207627e-83	T/NK3	SFRP4	0.31
3.45610801848325e-74	3.13888909472817	0.75	0.566	6.91221603696649e-71	T/NK3	MGP	0.184
1.24953323812346e-126	3.10961698559387	0.963	0.567	2.49906647624691e-123	T/NK3	ADIRF	0.396
6.00355268840137e-97	3.06876700229761	0.825	0.533	1.20071053768027e-93	T/NK3	ACTA2	0.292
4.47042810139628e-103	3.02077708725505	0.725	0.383	8.94085620279256e-100	T/NK3	IGFBP5	0.342
4.32223826244177e-97	2.88740404385802	0.938	0.408	8.64447652488355e-94	T/NK3	IGFBP7	0.53
8.23250778215127e-98	2.76534144304097	0.812	0.499	1.64650155643025e-94	T/NK3	TPM2	0.313
7.55951247196031e-71	2.61088608076058	0.6	0.469	1.51190249439206e-67	T/NK3	MYH11	0.131
7.21512417567387e-89	2.59287384742049	0.775	0.452	1.44302483513477e-85	T/NK3	MYL9	0.323
1.83893861389537e-86	2.58779729683836	0.838	0.321	3.67787722779074e-83	T/NK3	ADAMTS1	0.517
3.89706088504226e-86	2.54075188877906	0.875	0.454	7.79412177008452e-83	T/NK3	TPM1	0.421
2.07326941579214e-148	2.50588177232029	0.488	0.383	4.14653883158427e-145	T/NK3	MEG3	0.105
1.54681275761653e-93	2.47876346462281	0.675	0.446	3.09362551523305e-90	T/NK3	IGFBP6	0.229
8.60656532064819e-58	2.225653386468	0.975	0.656	1.72131306412964e-54	T/NK3	DSTN	0.319
1.88117234132968e-63	2.16848222076041	0.887	0.56	3.76234468265936e-60	T/NK3	CLU	0.327
1.26889322890955e-31	2.13486493364063	0.762	0.484	2.5377864578191e-28	T/NK3	GSN	0.278
1.04363929089609e-60	2.08516238095419	0.838	0.591	2.08727858179218e-57	T/NK3	ID3	0.247
8.82251982837813e-101	2.07943074355736	0.562	0.323	1.76450396567563e-97	T/NK3	SFRP1	0.239
9.47456588024995e-99	2.01846504415528	0.7	0.479	1.89491317604999e-95	T/NK3	MYLK	0.221
3.65241228208143e-87	1.96643543895916	0.762	0.444	7.30482456416287e-84	T/NK3	ID1	0.318
1.50573571642976e-55	1.93890912999387	0.787	0.46	3.01147143285951e-52	T/NK3	TSC22D1	0.327
7.87473719683737e-138	1.88816095488211	0.5	0.351	1.57494743936747e-134	T/NK3	OGN	0.149
7.14960565983439e-45	1.83256632761954	0.562	0.354	1.42992113196688e-41	T/NK3	CCDC80	0.208
9.0768448980883e-90	1.73194006181845	0.55	0.316	1.81536897961766e-86	T/NK3	POSTN	0.234
4.65992441913326e-73	1.69930000654025	0.637	0.316	9.31984883826652e-70	T/NK3	AKAP12	0.321
6.56675443820635e-67	1.67987003537189	0.5	0.363	1.31335088764127e-63	T/NK3	LUM	0.137
6.53811523835225e-26	1.62777224519477	0.462	0.366	1.30762304767045e-22	T/NK3	C7	0.096
3.61122324665208e-95	1.62185035749439	0.7	0.408	7.22244649330416e-92	T/NK3	SYNPO2	0.292
2.882667788838e-100	1.59869550627509	0.562	0.367	5.76533557767599e-97	T/NK3	MDK	0.195
4.18149569630569e-75	1.58950289870018	0.7	0.466	8.36299139261138e-72	T/NK3	CAV1	0.234
5.71196774067848e-35	1.5877961234017	0.613	0.503	1.1423935481357e-31	T/NK3	IFI27	0.11
7.36772521603056e-89	1.48571057897797	0.537	0.371	1.47354504320611e-85	T/NK3	F3	0.166
1.00227617302683e-64	1.47293823875457	0.55	0.328	2.00455234605366e-61	T/NK3	COL1A2	0.222
6.29058164624935e-64	1.44219863327417	0.562	0.311	1.25811632924987e-60	T/NK3	TGM2	0.251
3.12353798799855e-75	1.41970039320026	0.662	0.363	6.24707597599709e-72	T/NK3	CRISPLD2	0.299
4.66591739530245e-22	1.41411744341926	0.625	0.432	9.33183479060489e-19	T/NK3	TM4SF1	0.193
3.0420914937299e-73	1.36877987981067	0.438	0.359	6.08418298745979e-70	T/NK3	RARRES1	0.079
1.52627564425956e-19	1.31278998413075	1	0.845	3.05255128851911e-16	T/NK3	JUN	0.155
6.58774177146139e-73	1.29577153203	0.588	0.427	1.31754835429228e-69	T/NK3	GEM	0.161
5.74054232026414e-67	1.26919707836175	0.713	0.489	1.14810846405283e-63	T/NK3	GNG11	0.224
5.21623551785103e-33	1.26391002518166	0.65	0.489	1.04324710357021e-29	T/NK3	EGR3	0.161
3.30487581878808e-32	1.26071526021491	0.562	0.431	6.60975163757616e-29	T/NK3	MT1M	0.131
3.63990808194684e-58	1.24925428556706	0.562	0.385	7.27981616389368e-55	T/NK3	RBP1	0.177
3.65824849706313e-73	1.22235726257373	0.575	0.411	7.31649699412626e-70	T/NK3	PLAC9	0.164
6.74527990720971e-27	1.20326203815465	0.55	0.417	1.34905598144194e-23	T/NK3	CAVIN2	0.133
5.59510989292281e-61	1.20231185602311	0.613	0.361	1.11902197858456e-57	T/NK3	CRYAB	0.252
2.10220501325223e-29	1.18616063804452	0.55	0.342	4.20441002650446e-26	T/NK3	RRAD	0.208
8.32024003819093e-80	1.18006371936968	0.625	0.347	1.66404800763819e-76	T/NK3	LMOD1	0.278
1.43359894847607e-42	1.16899746111011	0.412	0.432	2.86719789695214e-39	T/NK3	IGFBP3	-0.02
1.24366905513563e-22	1.16603420166944	0.662	0.542	2.48733811027125e-19	T/NK3	EMP1	0.12
2.99499673543552e-45	1.16542016845237	0.462	0.439	5.98999347087104e-42	T/NK3	RASD1	0.023
8.01181841975223e-61	1.16075868528981	0.575	0.521	1.60236368395045e-57	T/NK3	PPP1R14A	0.0539999999999999
1.30083460189959e-16	1.15363747719231	0.762	0.608	2.60166920379919e-13	T/NK3	CDKN1A	0.154
9.38036579622788e-36	1.1388806091415	0.412	0.448	1.87607315924558e-32	T/NK3	ADH1B	-0.036
1.25054032148589e-44	1.13512823955652	0.65	0.359	2.50108064297179e-41	T/NK3	CKB	0.291
1.53258507169254e-70	1.11692930266754	0.55	0.283	3.06517014338508e-67	T/NK3	COL14A1	0.267
5.76293169130855e-14	1.10833443471121	0.988	0.764	1.15258633826171e-10	T/NK3	GADD45B	0.224
5.56979743920258e-63	1.10593525175747	0.275	0.476	1.11395948784052e-59	T/NK3	DPT	-0.201
1.55321143574849e-37	1.1051337864994	0.5	0.495	3.10642287149699e-34	T/NK3	LIFR	0.005
4.15702489766936e-78	1.10492640583518	0.512	0.417	8.31404979533873e-75	T/NK3	TFPI	0.095
1.5462084729289e-48	1.09849747317804	0.662	0.435	3.0924169458578e-45	T/NK3	CNN1	0.227
2.88104990460768e-56	1.09477393937632	0.588	0.303	5.76209980921535e-53	T/NK3	CPE	0.285
1.08688514389716e-53	1.08862817509931	0.338	0.222	2.17377028779432e-50	T/NK3	CHGB	0.116
5.60751674864696e-17	1.08789166518531	0.675	0.587	1.12150334972939e-13	T/NK3	KCNQ1OT1	0.0880000000000001
6.17895887953126e-17	1.08537718094889	0.762	0.586	1.23579177590625e-13	T/NK3	FLNA	0.176
2.12684086615083e-50	1.05548628608544	0.637	0.368	4.25368173230165e-47	T/NK3	MAP1B	0.269
2.19668334804828e-14	1.048628203909	0.863	0.554	4.39336669609656e-11	T/NK3	HSPB1	0.309
2.41416544289655e-17	1.03651044388758	0.7	0.482	4.82833088579311e-14	T/NK3	MCAM	0.218
1.18241138836863e-35	1.02051532249519	0.6	0.409	2.36482277673725e-32	T/NK3	PLN	0.191
4.76869695429958e-50	1.00817711451904	0.537	0.4	9.53739390859917e-47	T/NK3	NEXN	0.137
3.77439112349254e-85	1.00542810673513	0.562	0.306	7.54878224698509e-82	T/NK3	COL1A1	0.256
1.23306363374348e-23	1.00212385193108	0.625	0.438	2.46612726748697e-20	T/NK3	CDKN1C	0.187
4.87596184516091e-71	0.997432065021841	0.5	0.324	9.75192369032183e-68	T/NK3	OSR2	0.176
4.41518445338692e-50	0.990045136254653	0.637	0.332	8.83036890677384e-47	T/NK3	ID4	0.305
7.87688680793231e-25	0.975169706509418	0.525	0.526	1.57537736158646e-21	T/NK3	RERGL	-0.001
6.24906848556322e-69	0.966083467865399	0.525	0.374	1.24981369711264e-65	T/NK3	FGF7	0.151
1.71570017102104e-47	0.953171297340322	0.6	0.334	3.43140034204209e-44	T/NK3	CSRP2	0.266
4.02389557289941e-43	0.949180857011082	0.675	0.331	8.04779114579881e-40	T/NK3	TJP1	0.344
2.58078901185678e-30	0.913207280476457	0.325	0.449	5.16157802371355e-27	T/NK3	CXCL14	-0.124
1.23146197913409e-19	0.904622713077376	0.375	0.344	2.46292395826818e-16	T/NK3	APOD	0.031
1.07741018057844e-59	0.89631682863329	0.488	0.397	2.15482036115688e-56	T/NK3	IL33	0.091
3.24466611610345e-17	0.890897134577785	0.775	0.544	6.4893322322069e-14	T/NK3	SPTBN1	0.231
2.55847882649832e-53	0.879937374923705	0.462	0.381	5.11695765299664e-50	T/NK3	RGS5	0.081
5.31727491843228e-42	0.868089995700738	0.512	0.299	1.06345498368646e-38	T/NK3	PLAT	0.213
1.27298675621156e-11	0.859439563860275	0.838	0.62	2.54597351242312e-08	T/NK3	ATF3	0.218
4.41998922013362e-41	0.825734506850389	0.425	0.351	8.83997844026723e-38	T/NK3	PDE5A	0.074
1.0800385083441e-12	0.823162726654096	0.65	0.378	2.16007701668819e-09	T/NK3	CD9	0.272
3.48324062740983e-08	0.819724593556065	0.9	0.717	6.96648125481966e-05	T/NK3	TXNIP	0.183
3.64051450182581e-14	0.814244760252761	0.613	0.397	7.28102900365161e-11	T/NK3	MT1E	0.216
2.6281192098161e-25	0.814091252390409	0.613	0.484	5.25623841963219e-22	T/NK3	PDLIM3	0.129
1.25501888822897e-11	0.80122246255505	0.787	0.558	2.51003777645794e-08	T/NK3	TIMP1	0.229
3.51871205567737e-24	0.797174242085189	0.475	0.363	7.03742411135473e-21	T/NK3	MT1A	0.112
1.1865698868534e-50	0.796945701939453	0.438	0.324	2.3731397737068e-47	T/NK3	PTN	0.114
5.77591331142447e-10	0.791904098325816	0.7	0.476	1.15518266228489e-06	T/NK3	SPRY1	0.224
3.36176995433484e-48	0.79105921982876	0.462	0.318	6.72353990866968e-45	T/NK3	ESR1	0.144
4.78235215385121e-103	0.78292274172579	0.462	0.476	9.56470430770243e-100	T/NK3	COL3A1	-0.014
1.89036606305181e-30	0.780588456376094	0.475	0.357	3.78073212610362e-27	T/NK3	ERRFI1	0.118
9.85041493232892e-09	0.777456696227564	0.725	0.559	1.97008298646578e-05	T/NK3	LPP	0.166
1.03585163697283e-65	0.774858924034566	0.475	0.373	2.07170327394566e-62	T/NK3	ABCA8	0.102
1.73550951206625e-62	0.765150044066533	0.425	0.402	3.4710190241325e-59	T/NK3	EMX2	0.023
1.58153769279532e-33	0.765005082136962	0.375	0.235	3.16307538559065e-30	T/NK3	FBN1	0.14
1.75455002290476e-79	0.761349683759146	0.375	0.236	3.50910004580951e-76	T/NK3	PGR	0.139
1.95649521737679e-08	0.74840843124329	0.912	0.777	3.91299043475359e-05	T/NK3	TPM4	0.135
2.18708669022318e-39	0.741483490809365	0.425	0.311	4.37417338044636e-36	T/NK3	SYNM	0.114
1.20255681077628e-77	0.720306228558163	0.412	0.242	2.40511362155256e-74	T/NK3	LONRF2	0.17
6.89418773301207e-36	0.715146694142435	0.375	0.329	1.37883754660241e-32	T/NK3	CYP1B1	0.046
2.56119034937711e-36	0.704525775572089	0.6	0.437	5.12238069875421e-33	T/NK3	LEPR	0.163
8.96344040106582e-24	0.702742147360729	0.537	0.289	1.79268808021316e-20	T/NK3	ACTN1	0.248
1.21566713588026e-29	0.70271885453925	0.488	0.298	2.43133427176051e-26	T/NK3	ADGRL3	0.19
2.57261377331502e-47	0.702233885116244	0.488	0.306	5.14522754663004e-44	T/NK3	AR	0.182
8.69898705928977e-20	0.699774241562975	0.4	0.272	1.73979741185795e-16	T/NK3	DMD	0.128
4.04091582809222e-07	0.692312840323396	0.863	0.683	0.000808183165618443	T/NK3	TUBA1A	0.18
1.36946300892461e-35	0.69170305823469	0.45	0.322	2.73892601784922e-32	T/NK3	GAS1	0.128
3.48161373516086e-56	0.689956857370537	0.512	0.3	6.96322747032171e-53	T/NK3	LAMA4	0.212
5.47597662719919e-57	0.679788402771659	0.588	0.399	1.09519532543984e-53	T/NK3	MYH10	0.189
5.76908977896073e-13	0.677678913807044	0.488	0.491	1.15381795579215e-09	T/NK3	ZDBF2	-0.003
5.86810424770097e-59	0.675652311831647	0.475	0.362	1.17362084954019e-55	T/NK3	FSTL1	0.113
1.31805273604758e-36	0.674737904931387	0.613	0.401	2.63610547209516e-33	T/NK3	SNCG	0.212
1.59879618869439e-55	0.671956362793244	0.438	0.367	3.19759237738877e-52	T/NK3	MEIS2	0.071
2.732306489862e-52	0.66578922878936	0.475	0.361	5.46461297972401e-49	T/NK3	ACKR3	0.114
1.09510958074169e-37	0.662724002598041	0.613	0.418	2.19021916148338e-34	T/NK3	ARHGAP29	0.195
2.49017092109327e-28	0.661606659246552	0.55	0.383	4.98034184218654e-25	T/NK3	VCL	0.167
3.01816303188733e-12	0.658859747597447	0.575	0.366	6.03632606377465e-09	T/NK3	FN1	0.209
4.34126506193232e-09	0.645736671859949	0.775	0.526	8.68253012386464e-06	T/NK3	ACTN4	0.249
2.34208122552139e-08	0.643614023200691	0.838	0.644	4.68416245104278e-05	T/NK3	TOB1	0.194
5.86812240637049e-21	0.642344792146926	0.488	0.44	1.1736244812741e-17	T/NK3	PDLIM1	0.048
4.3064799264643e-54	0.641298653612658	0.462	0.338	8.61295985292861e-51	T/NK3	ABI3BP	0.124
4.24993976809263e-61	0.640777546403591	0.388	0.304	8.49987953618526e-58	T/NK3	ENAH	0.084
1.28932807626064e-16	0.640248502281455	0.462	0.41	2.57865615252128e-13	T/NK3	MYC	0.052
1.56569344121387e-47	0.637420841520929	0.388	0.26	3.13138688242773e-44	T/NK3	CTSK	0.128
1.52762146316334e-09	0.636429353246485	0.963	0.845	3.05524292632668e-06	T/NK3	IER2	0.118
1.03209159652908e-26	0.634624611661976	0.6	0.312	2.06418319305816e-23	T/NK3	SORBS2	0.288
2.46025516242269e-23	0.63290545553895	0.35	0.351	4.92051032484539e-20	T/NK3	FMO2	-0.001
4.8523144362051e-61	0.63182316362772	0.425	0.322	9.70462887241021e-58	T/NK3	VASN	0.103
1.48969582183902e-51	0.61749731873381	0.375	0.23	2.97939164367804e-48	T/NK3	ALDH1A2	0.145
1.80180833508578e-32	0.614627003062364	0.475	0.404	3.60361667017157e-29	T/NK3	PDGFA	0.071
2.84667491749451e-13	0.614586342112892	0.35	0.33	5.69334983498902e-10	T/NK3	NET1	0.02
4.48328295758819e-09	0.606384465482267	0.55	0.516	8.96656591517639e-06	T/NK3	MARCKSL1	0.034
3.36112650181366e-35	0.59338487593627	0.425	0.358	6.72225300362732e-32	T/NK3	ABCA10	0.067
7.07748734068063e-40	0.585790165223559	0.488	0.378	1.41549746813613e-36	T/NK3	GJA1	0.11
1.00966975651064e-17	0.584963682342658	0.6	0.482	2.01933951302127e-14	T/NK3	TGFBR3	0.118
3.24499424675138e-12	0.579651493436217	0.512	0.305	6.48998849350276e-09	T/NK3	IL6	0.207
5.62052229987445e-13	0.578538438979214	0.525	0.329	1.12410445997489e-09	T/NK3	FBXO32	0.196
1.69686810090854e-09	0.577914786408951	0.575	0.283	3.39373620181707e-06	T/NK3	PDK4	0.292
2.74429847032395e-29	0.576699268755943	0.462	0.375	5.4885969406479e-26	T/NK3	TPBG	0.087
3.37217823500596e-41	0.566404914746938	0.488	0.307	6.74435647001192e-38	T/NK3	BCAM	0.181
7.36893438580071e-17	0.561507383856357	0.512	0.405	1.47378687716014e-13	T/NK3	UACA	0.107
2.91984375648048e-13	0.561226936913847	0.588	0.551	5.83968751296096e-10	T/NK3	UAP1	0.0369999999999999
1.56790262834863e-70	0.558755734304536	0.45	0.369	3.13580525669726e-67	T/NK3	OMD	0.081
1.22556054713905e-38	0.558381660953108	0.537	0.421	2.45112109427811e-35	T/NK3	ANGPTL1	0.116
5.24954098716309e-48	0.557996458137398	0.312	0.336	1.04990819743262e-44	T/NK3	CD248	-0.024
7.43984786884316e-70	0.557349261164786	0.4	0.317	1.48796957376863e-66	T/NK3	TWIST2	0.083
7.29709619286145e-51	0.55519504522899	0.45	0.336	1.45941923857229e-47	T/NK3	NES	0.114
3.44230739294322e-35	0.551369619771492	0.312	0.323	6.88461478588643e-32	T/NK3	ZNF385D	-0.011
5.80169425043864e-56	0.550744657235029	0.425	0.268	1.16033885008773e-52	T/NK3	SLIT3	0.157
1.24936874723919e-07	0.547477359285777	0.637	0.451	0.000249873749447839	T/NK3	HES1	0.186
3.2129010638691e-82	0.546180280322856	0.388	0.463	6.42580212773819e-79	T/NK3	CHRDL1	-0.075
6.3598933735958e-50	0.539873548428701	0.475	0.328	1.27197867471916e-46	T/NK3	ANK2	0.147
4.43574171910532e-26	0.539850046382236	0.462	0.389	8.87148343821065e-23	T/NK3	TFPI2	0.073
8.39282676371316e-27	0.537306179014916	0.475	0.41	1.67856535274263e-23	T/NK3	LDB2	0.065
1.02400653166529e-34	0.536459857321382	0.462	0.34	2.04801306333057e-31	T/NK3	WWTR1	0.122
5.69929235146166e-11	0.532677046787128	0.55	0.473	1.13985847029233e-07	T/NK3	PDLIM5	0.0770000000000001
1.56840360536665e-39	0.529743099438644	0.375	0.412	3.1368072107333e-36	T/NK3	DLC1	-0.037
2.90632543956799e-16	0.527650363496468	0.537	0.388	5.81265087913598e-13	T/NK3	CRIP2	0.149
4.61425789335347e-45	0.5208670714797	0.412	0.459	9.22851578670695e-42	T/NK3	CARMN	-0.047
2.04908722489954e-16	0.519656850273047	0.537	0.494	4.09817444979908e-13	T/NK3	PER2	0.043
1.78307294164953e-19	0.516456012459928	0.525	0.314	3.56614588329905e-16	T/NK3	JAG1	0.211
1.64930806805388e-49	0.513336816752778	0.6	0.263	3.29861613610776e-46	T/NK3	CCDC3	0.337
8.59126858669637e-17	0.51238518140577	0.55	0.398	1.71825371733927e-13	T/NK3	PHLDB2	0.152
9.78238281046741e-06	0.511655161088514	0.787	0.617	0.0195647656209348	T/NK3	ANXA2	0.17
4.44993057473644e-18	0.511473456634305	0.512	0.414	8.89986114947288e-15	T/NK3	CTNNAL1	0.098
9.43570862197931e-18	0.510251215375458	0.537	0.399	1.88714172439586e-14	T/NK3	RCAN2	0.138
3.18576715045717e-46	0.509616769791828	0.262	0.399	6.37153430091433e-43	T/NK3	SEMA6A	-0.137
1.40626251303008e-08	0.506914060445223	0.975	0.804	2.81252502606016e-05	T/NK3	ZFP36L1	0.171
2.94495786179311e-19	0.506756209390949	0.338	0.239	5.88991572358622e-16	T/NK3	KRT19	0.099
9.39706501241279e-26	0.505436989608986	0.525	0.288	1.87941300248256e-22	T/NK3	NTRK2	0.237
7.97754623617208e-08	0.499997624404872	0.562	0.445	0.000159550924723442	T/NK3	APOLD1	0.117
9.3702853887677e-32	0.499860306345708	0.575	0.451	1.87405707775354e-28	T/NK3	CAV2	0.124
3.10752178883114e-15	0.499284175738135	0.438	0.391	6.21504357766227e-12	T/NK3	PMEPA1	0.047
1.26555456514582e-82	0.492588232951893	0.338	0.242	2.53110913029164e-79	T/NK3	HOXA7	0.096
4.06531644661436e-40	0.4912690200021	0.438	0.34	8.13063289322873e-37	T/NK3	CMYA5	0.098
6.21109223454162e-15	0.490797840936483	0.362	0.382	1.24221844690832e-11	T/NK3	H1F0	-0.02
9.04280656609005e-37	0.489100069870504	0.388	0.332	1.80856131321801e-33	T/NK3	ANKRD29	0.056
5.14588783225788e-42	0.484271038699533	0.262	0.38	1.02917756645158e-38	T/NK3	TSHZ2	-0.118
1.02246398043513e-05	0.483136193409895	0.738	0.595	0.0204492796087025	T/NK3	BHLHE40	0.143
6.45080283585506e-07	0.481903821165965	0.588	0.411	0.00129016056717101	T/NK3	PIK3C2A	0.177
1.13505021710164e-35	0.481120215679871	0.312	0.304	2.27010043420328e-32	T/NK3	ADAMTS4	0.00800000000000001
3.3692235883988e-10	0.4809491873103	0.375	0.307	6.73844717679759e-07	T/NK3	GPNMB	0.068
4.02437550415244e-10	0.478196324689323	0.55	0.549	8.04875100830489e-07	T/NK3	EPAS1	0.001
7.48251690421043e-25	0.477001477269192	0.275	0.253	1.49650338084209e-21	T/NK3	SEMA3C	0.022
3.92796479764106e-22	0.47583614891728	0.512	0.401	7.85592959528212e-19	T/NK3	FILIP1	0.111
7.61836614304838e-07	0.472961107365243	0.575	0.392	0.00152367322860968	T/NK3	CRIM1	0.183
1.64654180713454e-10	0.468724628144621	0.5	0.477	3.29308361426908e-07	T/NK3	EMCN	0.023
2.36964444262775e-10	0.463647270362772	0.5	0.454	4.7392888852555e-07	T/NK3	AHCYL1	0.046
